,Quotes,Tags
2499,"The power of one, if fearless and focused, is formidable, but the power of many working together is better.",Work
2500,Nobody ever drowned in his own sweat.,Work
2501,The beginning is the most important part of the work.,Work
2502,Working hard and working smart sometimes can be two different things.,Work
2503,"It's like Forrest Gump said, 'Life is like a box of chocolates.' Your career is like a box of chocolates - you never know what you're going to get. But everything you get is going to teach you something along the way and make you the person you are today. That's the exciting part - it's an adventure in itself.",Work
2504,Honor lies in honest toil.,Work
2505,"I put my heart and my soul into my work, and have lost my mind in the process.",Work
2506,Unemployment is capitalism's way of getting you to plant a garden.,Work
2507,Good things happen to those who hustle.,Work
2508,"Opportunities are usually disguised as hard work, so most people don't recognize them.",Work
2509,"If you must have motivation, think of your paycheck on Friday.",Work
2510,"When you form a team, why do you try to form a team? Because teamwork builds trust and trust builds speed.",Work
2511,Far and away the best prize that life has to offer is the chance to work hard at work worth doing.,Work
2512,Nothing will work unless you do.,Work
2513,Work gives you meaning and purpose and life is empty without it.,Work
2514,"Nothing ever comes to one, that is worth having, except as a result of hard work.",Work
2515,"I've learned from experience that if you work harder at it, and apply more energy and time to it, and more consistency, you get a better result. It comes from the work.",Work
2516,I believe in stopping work and eating lunch.,Work
2517,The only place success comes before work is in the dictionary.,Work
2518,"All life demands struggle. Those who have everything given to them become lazy, selfish, and insensitive to the real values of life. The very striving and hard work that we so constantly try to avoid is the major building block in the person we are today.",Work
2519,There is no substitute for hard work.,Work
2520,Quality is everyone's responsibility.,Work
2521,Without labor nothing prospers.,Work
2522,"Don't stay in bed, unless you can make money in bed.",Work
2523,By working faithfully eight hours a day you may eventually get to be boss and work twelve hours a day.,Work
2524,"Never continue in a job you don't enjoy. If you're happy in what you're doing, you'll like yourself, you'll have inner peace. And if you have that, along with physical health, you will have had more success than you could possibly have imagined.",Work
2525,The best preparation for good work tomorrow is to do good work today.,Work
2526,"Individual commitment to a group effort - that is what makes a team work, a company work, a society work, a civilization work.",Work
2527,He who seeks rest finds boredom. He who seeks work finds rest.,Work
2528,The supreme accomplishment is to blur the line between work and play.,Work
2529,"A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.",Work
2530,"Work, look for peace and calm in work: you will find it nowhere else.",Work
2531,"When a man tells you that he got rich through hard work, ask him: 'Whose?'",Work
2532,Working hard is very important. You're not going to get anywhere without working extremely hard.,Work
2533,The only way to enjoy anything in this life is to earn it first.,Work
2534,The brain is a wonderful organ; it starts working the moment you get up in the morning and does not stop until you get into the office.,Work
2535,To find joy in work is to discover the fountain of youth.,Work
2536,"It is an immutable law in business that words are words, explanations are explanations, promises are promises-but only performance is reality.",Work
2537,All wealth is the product of labor.,Work
2538,"The harder you work... and visualize something, the luckier you get.",Work
2539,Work is the curse of the drinking classes.,Work
2540,"Careers, like rockets, don't always take off on time. The trick is to always keep the engine running.",Work
2541,"Choose a job you love, and you will never have to work a day in your life.",Work
2542,One thing I never want to be accused of is not working.,Work
2543,"Organizing is what you do before you do something, so that when you do it, it is not all mixed up.",Work
